,Unnamed: 0.1,Unnamed: 0,date,state,death,deathConfirmed,deathIncrease,deathProbable,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease,inIcuCumulative,inIcuCurrently,negative,negativeIncrease,negativeTestsAntibody,negativeTestsPeopleAntibody,negativeTestsViral,onVentilatorCumulative,onVentilatorCurrently,positive,positiveCasesViral,positiveIncrease,positiveScore,positiveTestsAntibody,positiveTestsAntigen,positiveTestsPeopleAntibody,positiveTestsPeopleAntigen,positiveTestsViral,recovered,totalTestEncountersViral,totalTestEncountersViralIncrease,totalTestResults,totalTestResultsIncrease,totalTestsAntibody,totalTestsAntigen,totalTestsPeopleAntibody,totalTestsPeopleAntigen,totalTestsPeopleViral,totalTestsPeopleViralIncrease,totalTestsViral,totalTestsViralIncrease
4616,4616,4616,2020-12-15,MI,11495.0,10935.0,206,560.0,,,3674.0,0,,821.0,,0,,,7001981.0,,508.0,478171.0,442715.0,5391,0,,,,,561976.0,236369.0,,0,7563957.0,49711,397438.0,,,,,0,7563957.0,49711
4617,4617,4617,2020-12-15,MN,4483.0,4369.0,21,114.0,19785.0,19785.0,1309.0,147,4286.0,300.0,2413759.0,10171,,,,,,384164.0,373492.0,2323,0,,,,,,351820.0,4807318.0,30809,4807318.0,30809,,158586.0,,,2787251.0,12321,,0
4618,4618,4618,2020-12-15,MO,4754.0,,240,,,,2543.0,0,,593.0,1589642.0,4002,91267.0,,2972303.0,,325.0,350365.0,350365.0,2762,0,10381.0,30270.0,,,386982.0,,,0,3365969.0,15716,101857.0,240934.0,95728.0,117580.0,1940007.0,6764,3365969.0,15716
4619,4619,4619,2020-12-15,MP,2.0,2.0,0,,4.0,4.0,,0,,,17429.0,223,,,,,,113.0,113.0,0,0,,,,,,29.0,,0,17542.0,223,,,,,17542.0,223,26131.0,608
4620,4620,4620,2020-12-15,MS,4252.0,3555.0,48,697.0,7901.0,7901.0,1319.0,0,,310.0,1079660.0,0,,,,,187.0,183300.0,135105.0,2205,0,,,,,,148466.0,,0,1262960.0,2205,57605.0,336269.0,,,,0,1213929.0,0
4621,4621,4621,2020-12-15,MT,826.0,,8,,3119.0,3119.0,338.0,39,,68.0,,0,,,,,34.0,74040.0,,737,0,,,,,,64298.0,,0,732739.0,5680,,,,,,0,732739.0,5680
4622,4622,4622,2020-12-15,NC,5881.0,5639.0,26,242.0,,,2735.0,0,,643.0,,0,,,,,,446601.0,415080.0,5236,0,,,,,,,,0,5898630.0,36132,,190556.0,,,,0,5898630.0,36132
4623,4623,4623,2020-12-15,ND,1176.0,,13,,3073.0,3073.0,277.0,0,479.0,48.0,278618.0,439,,,,,,88395.0,86232.0,328,0,,,,,,83995.0,1175174.0,3325,1175174.0,3325,,14052.0,,,364848.0,681,1237350.0,3650
4624,4624,4624,2020-12-15,NE,1418.0,,45,,4831.0,4831.0,693.0,35,,,650898.0,836,,,1390721.0,,,149344.0,,483,0,,,,,170271.0,84063.0,,0,1562744.0,6217,,,,,800631.0,1321,1562744.0,6217
4625,4625,4625,2020-12-15,NH,604.0,,0,,863.0,863.0,252.0,1,289.0,,445779.0,2087,,,,,,32545.0,25258.0,670,0,,,,,,25464.0,,0,926610.0,6149,35008.0,36757.0,34009.0,,471037.0,2757,926610.0,6149
4626,4626,4626,2020-12-15,NJ,17872.0,16004.0,97,1868.0,44136.0,44136.0,3660.0,225,,727.0,6460909.0,79722,,,,,456.0,449505.0,409414.0,4701,0,,,,,,,,0,6910414.0,84423,,,,,,0,6870323.0,83688
4627,4627,4627,2020-12-15,NM,2006.0,,28,,8139.0,8139.0,865.0,102,,,,0,,,,,,122557.0,,1258,0,,,,,,48105.0,,0,1755426.0,14025,,,,,,0,1755426.0,14025
4628,4628,4628,2020-12-15,NV,2596.0,,48,,,,1979.0,0,,414.0,886873.0,5865,,,,,258.0,191732.0,191732.0,2320,0,,,,,,,1866845.0,21538,1866845.0,21538,,,,,1078605.0,8185,,0
4629,4629,4629,2020-12-15,NY,28002.0,,132,,,,5982.0,0,,1065.0,,0,,,,,580.0,794557.0,,10353,0,,,,,,,22316327.0,194188,22316327.0,194188,,,,,,0,,0
4630,4630,4630,2020-12-15,OH,7654.0,7054.0,103,600.0,32878.0,32878.0,5296.0,614,5283.0,1311.0,,0,,,,,863.0,579357.0,529508.0,8755,0,,30503.0,,,556646.0,404810.0,,0,6965747.0,38661,,611609.0,,,,0,6965747.0,38661
4631,4631,4631,2020-12-15,OK,2086.0,,14,,14408.0,14408.0,1741.0,46,,471.0,2147957.0,37478,,,2147957.0,,,241991.0,,2224,0,7147.0,,,,242962.0,206896.0,,0,2389948.0,39702,101297.0,,,,,0,2395251.0,45131
4632,4632,4632,2020-12-15,OR,1161.0,,6,,5503.0,5503.0,601.0,108,,134.0,,0,,,2171369.0,,68.0,95010.0,,1157,0,,,,,133562.0,,,0,2304931.0,62160,,,,,,0,2304931.0,62160
4633,4633,4633,2020-12-15,PA,12890.0,,270,,,,6295.0,0,,1264.0,3072305.0,11616,,,,,705.0,509320.0,465134.0,9556,0,,,,,,295405.0,6675959.0,56430,6675959.0,56430,,,,,3537439.0,18601,,0
4634,4634,4634,2020-12-15,PR,1294.0,1048.0,12,246.0,,,583.0,0,,97.0,305972.0,0,,,395291.0,,101.0,63419.0,60668.0,434,0,47530.0,,,,20103.0,53982.0,,0,369391.0,434,,,,,,0,415664.0,0
4635,4635,4635,2020-12-15,RI,1570.0,,15,,5616.0,5616.0,455.0,82,,53.0,513152.0,2856,,,1680555.0,,29.0,75237.0,,1166,0,,,,,90879.0,,1771434.0,12476,1771434.0,12476,,,,,588389.0,4022,,0
4636,4636,4636,2020-12-15,SC,4756.0,4402.0,5,354.0,12960.0,12960.0,1046.0,50,,261.0,2512239.0,21815,83628.0,,2439043.0,,111.0,257320.0,239119.0,2544,0,13762.0,33663.0,,,312315.0,129227.0,,0,2769559.0,24359,97390.0,303478.0,,,,0,2751358.0,24149
4637,4637,4637,2020-12-15,SD,1261.0,,2,,5242.0,5242.0,435.0,42,,77.0,261583.0,390,,,,,41.0,91699.0,84290.0,345,0,,,,,90245.0,78919.0,,0,561365.0,1685,,,,,353282.0,735,561365.0,1685
4638,4638,4638,2020-12-15,TN,5615.0,5022.0,74,593.0,13332.0,13332.0,3062.0,126,,737.0,,0,,,4557804.0,,366.0,472875.0,428868.0,8611,0,,46607.0,,,499186.0,404597.0,,0,5056990.0,44586,,454223.0,,,,0,5056990.0,44586
4639,4639,4639,2020-12-15,TX,24142.0,,205,,,,9472.0,0,,2725.0,,0,,,,,,1500538.0,1352489.0,18926,0,69839.0,76600.0,,,1476519.0,1203398.0,,0,12283212.0,119269,621818.0,922161.0,,,,0,12283212.0,119269
4640,4640,4640,2020-12-15,UT,1077.0,,15,,9585.0,9585.0,568.0,99,1676.0,203.0,1228727.0,3533,,,1809514.0,592.0,,237787.0,,1915,0,,24171.0,,23226.0,233866.0,181000.0,,0,2043380.0,10205,,328234.0,,144823.0,1445032.0,4891,2043380.0,10205
4641,4641,4641,2020-12-15,VA,4470.0,4058.0,56,412.0,16187.0,16187.0,2361.0,114,,490.0,,0,,,,,240.0,288309.0,249040.0,3160,0,14850.0,36376.0,,,299894.0,,3754756.0,25743,3754756.0,25743,176040.0,485798.0,,,,0,,0
4642,4642,4642,2020-12-15,VI,23.0,,0,,,,,0,,,29816.0,244,,,,,,1828.0,,21,0,,,,,,1641.0,,0,31644.0,265,,,,,31740.0,240,,0
4643,4643,4643,2020-12-15,VT,100.0,100.0,4,,,,20.0,0,,4.0,239679.0,186,,,,,,5923.0,5778.0,66,0,,,,,,3680.0,,0,625217.0,3076,,,,,245457.0,252,625217.0,3076
4644,4644,4644,2020-12-15,WA,2918.0,2918.0,39,,12649.0,12649.0,1144.0,124,,250.0,,0,,,,,128.0,213537.0,206025.0,652,0,,,,,,,3380344.0,32441,3380344.0,32441,,,,,,0,,0
4645,4645,4645,2020-12-15,WI,4408.0,4122.0,56,286.0,19510.0,19510.0,1461.0,184,1944.0,331.0,2259792.0,3798,,,,,,475340.0,442396.0,4055,0,,,,,,394095.0,4899044.0,19457,4899044.0,19457,,,,,2702188.0,7299,,0
4646,4646,4646,2020-12-15,WV,1012.0,936.0,34,76.0,,,774.0,0,,207.0,,0,,,,,80.0,65701.0,54695.0,1307,0,,,,,,43605.0,,0,1327146.0,9093,23593.0,,,,,0,1327146.0,9093
4647,4647,4647,2020-12-15,WY,328.0,,7,,971.0,971.0,178.0,4,,,151518.0,257,,,414622.0,,,40064.0,34712.0,289,0,,,,,35311.0,37361.0,,0,450024.0,9735,,,,,186230.0,409,450024.0,9735
4648,4648,4648,2020-12-14,AK,176.0,176.0,0,,889.0,889.0,140.0,3,,,,0,,,1098479.0,,12.0,40160.0,,422,0,,,,,47796.0,,,0,1147560.0,4462,,,,,,0,1147560.0,4462
4649,4649,4649,2020-12-14,AL,4102.0,3624.0,0,478.0,28913.0,28913.0,2286.0,767,2363.0,,1478907.0,20347,,,,1353.0,,297895.0,244762.0,2264,0,,,,,,174805.0,,0,1723669.0,27230,,,78262.0,,1723669.0,27230,,0
4650,4650,4650,2020-12-14,AR,2990.0,2656.0,45,334.0,9991.0,9991.0,1050.0,64,,372.0,1705843.0,9262,,,1705843.0,1095.0,180.0,187507.0,160356.0,1805,0,,,,32616.0,,163351.0,,0,1866199.0,10495,,,,179158.0,,0,1866199.0,10495
4651,4651,4651,2020-12-14,AS,0.0,,0,,,,,0,,,2140.0,0,,,,,,0.0,0.0,0,0,,,,,,,,0,2140.0,0,,,,,,0,2140.0,0
4652,4652,4652,2020-12-14,AZ,7358.0,6782.0,1,576.0,31142.0,31142.0,3677.0,193,,829.0,2126928.0,7223,,,,,542.0,420248.0,404294.0,11806,0,,,,,,,,0,4344693.0,38805,471658.0,,377958.0,,2531222.0,18526,4344693.0,38805
4653,4653,4653,2020-12-14,CA,21046.0,,77,,,,14578.0,0,,3078.0,,0,,,,,,1585044.0,1585044.0,33278,0,,,,,,,,0,27552039.0,356452,,,,,,0,27552039.0,356452
4654,4654,4654,2020-12-14,CO,3969.0,3398.0,11,571.0,16174.0,16174.0,1585.0,48,,,1689603.0,10387,212548.0,,,,,291104.0,279278.0,2911,0,22560.0,,,,,,3809889.0,36588,3809889.0,36588,235882.0,,,,1968881.0,13275,,0
4655,4655,4655,2020-12-14,CT,5444.0,4397.0,81,1047.0,,,1243.0,0,,,,0,,,3854049.0,,,153992.0,144793.0,7231,0,,6499.0,,,183453.0,,,0,4043471.0,13612,,88110.0,,,,0,4043471.0,13612
4656,4656,4656,2020-12-14,DC,716.0,,1,,,,239.0,0,,63.0,,0,,,,,34.0,25038.0,,164,0,,,,,,17914.0,782979.0,4714,782979.0,4714,,,,,331093.0,1317,,0
4657,4657,4657,2020-12-14,DE,816.0,719.0,0,97.0,,,373.0,0,,50.0,420956.0,3053,,,,,,46457.0,44708.0,997,0,,,,,46835.0,,845792.0,9931,845792.0,9931,,,,,467413.0,4050,,0
4658,4658,4658,2020-12-14,FL,20271.0,,138,,59033.0,59033.0,4932.0,142,,,6802567.0,32182,578113.0,560932.0,10895327.0,,,1115446.0,991735.0,8343,0,71851.0,,69600.0,,1449377.0,,13936200.0,90729,13936200.0,90729,650372.0,,630838.0,,7918013.0,40525,12400733.0,84951
4659,4659,4659,2020-12-14,GA,10104.0,9218.0,28,886.0,37737.0,37737.0,3338.0,100,6859.0,,,0,,,,,,546558.0,479340.0,3720,0,40214.0,,,,451146.0,,,0,4755530.0,25996,381949.0,,,,,0,4755530.0,25996
4660,4660,4660,2020-12-14,GU,119.0,,1,,,,25.0,0,,9.0,83995.0,965,,,,,5.0,7137.0,6978.0,31,0,17.0,178.0,,,,6492.0,,0,91132.0,996,320.0,4736.0,,,,0,90973.0,1001
4661,4661,4661,2020-12-14,HI,274.0,274.0,0,,1357.0,1357.0,58.0,0,,21.0,,0,,,,,17.0,19788.0,19424.0,189,0,,,,,19348.0,,741041.0,4972,741041.0,4972,,,,,,0,,0
4662,4662,4662,2020-12-14,IA,3273.0,,60,,,,764.0,0,,160.0,901989.0,1554,,74216.0,1805916.0,,86.0,222785.0,222785.0,637,0,,36776.0,6281.0,34515.0,241353.0,190221.0,,0,1124774.0,2191,,679284.0,80537.0,158857.0,1126999.0,2193,2057727.0,5796
4663,4663,4663,2020-12-14,ID,1175.0,1058.0,6,117.0,4763.0,4763.0,444.0,17,881.0,101.0,404481.0,1234,,,,,,121179.0,101477.0,547,0,,,,,,46980.0,,0,505958.0,1745,,45753.0,,,505958.0,1745,780048.0,3094
4664,4664,4664,2020-12-14,IL,15455.0,14394.0,116,1061.0,,,4951.0,0,,1070.0,,0,,,,,621.0,856118.0,,7214,0,,,,,,,,0,11869088.0,92256,,,,,,0,11869088.0,92256
4665,4665,4665,2020-12-14,IN,6840.0,6530.0,35,310.0,31035.0,31035.0,3072.0,239,5489.0,872.0,2005484.0,7199,,,,,385.0,430401.0,,4967,0,,,,,390585.0,,,0,4961368.0,33983,,,,,2435885.0,12166,4961368.0,33983
4666,4666,4666,2020-12-14,KS,2109.0,,37,,5895.0,5895.0,623.0,95,1584.0,182.0,713714.0,8291,,,,409.0,88.0,190018.0,,4724,0,,,,,,,,0,903732.0,13015,,,,,903732.0,13015,,0
4667,4667,4667,2020-12-14,KY,2224.0,2098.0,17,126.0,11463.0,11463.0,1712.0,157,2711.0,441.0,,0,,,,,243.0,224890.0,184072.0,1786,0,,,,,,32050.0,,0,2915475.0,41318,98385.0,131644.0,,,,0,2915475.0,41318
4668,4668,4668,2020-12-14,LA,6845.0,6535.0,27,310.0,,,1527.0,0,,,3534727.0,9139,,,,,147.0,269643.0,250292.0,1030,0,,,,,,217930.0,,0,3804370.0,10169,,152781.0,,,,0,3785019.0,10130
4669,4669,4669,2020-12-14,MA,11388.0,11135.0,39,253.0,14823.0,14823.0,1788.0,0,,354.0,3386378.0,13604,,,,,186.0,294231.0,283146.0,3653,0,,,12349.0,,348122.0,187221.0,,0,9623697.0,56122,,,135208.0,300791.0,3669524.0,17176,9623697.0,56122
4670,4670,4670,2020-12-14,MD,5142.0,4978.0,25,164.0,23558.0,23558.0,1742.0,165,,404.0,2344023.0,13022,,147905.0,,,,236961.0,236961.0,2314,0,,,16775.0,,284843.0,8951.0,,0,5061387.0,40010,,,164680.0,,2580984.0,15336,5061387.0,40010
4671,4671,4671,2020-12-14,ME,259.0,255.0,2,4.0,893.0,893.0,198.0,15,,56.0,,0,12652.0,,,,17.0,16349.0,14339.0,426,0,452.0,1939.0,,,18855.0,10548.0,,0,972398.0,5251,13116.0,45325.0,,,,0,972398.0,5251
4672,4672,4672,2020-12-14,MI,11289.0,10752.0,94,537.0,,,3802.0,0,,860.0,,0,,,6957668.0,,514.0,472780.0,437985.0,7621,0,,,,,556578.0,236369.0,,0,7514246.0,90046,395683.0,,,,,0,7514246.0,90046
4673,4673,4673,2020-12-14,MN,4462.0,4350.0,18,112.0,19638.0,19638.0,1283.0,102,4255.0,319.0,2403588.0,12768,,,,,,381841.0,371342.0,3018,0,,,,,,347077.0,4776509.0,41965,4776509.0,41965,,157285.0,,,2774930.0,15576,,0
4674,4674,4674,2020-12-14,MO,4514.0,,3,,,,2624.0,0,,603.0,1585640.0,4869,91067.0,,2959747.0,,335.0,347603.0,347603.0,2562,0,10240.0,29623.0,,,383863.0,,,0,3350253.0,16596,101516.0,237347.0,95451.0,115890.0,1933243.0,7431,3350253.0,16596
4675,4675,4675,2020-12-14,MP,2.0,2.0,0,,4.0,4.0,,0,,,17206.0,0,,,,,,113.0,113.0,0,0,,,,,,29.0,,0,17319.0,0,,,,,17319.0,0,25523.0,0
4676,4676,4676,2020-12-14,MS,4204.0,3526.0,5,678.0,7901.0,7901.0,1255.0,198,,303.0,1079660.0,53360,,,,,186.0,181095.0,134269.0,1648,0,,,,,,148466.0,,0,1260755.0,55008,57605.0,336269.0,,,,0,1213929.0,59713
4677,4677,4677,2020-12-14,MT,818.0,,0,,3080.0,3080.0,350.0,0,,70.0,,0,,,,,36.0,73303.0,,0,0,,,,,,62778.0,,0,727059.0,4751,,,,,,0,727059.0,4751
4678,4678,4678,2020-12-14,NC,5855.0,5615.0,32,240.0,,,2553.0,0,,613.0,,0,,,,,,441365.0,410470.0,4770,0,,,,,,,,0,5862498.0,44465,,187337.0,,,,0,5862498.0,44465
4679,4679,4679,2020-12-14,ND,1163.0,,5,,3073.0,3073.0,277.0,89,479.0,48.0,278179.0,341,11953.0,,,,,88067.0,85988.0,196,0,1442.0,,,,,83318.0,1171849.0,3189,1171849.0,3189,13395.0,12326.0,,,364167.0,526,1233700.0,3481
4680,4680,4680,2020-12-14,NE,1373.0,,8,,4796.0,4796.0,692.0,12,,,650062.0,2034,,,1385350.0,,,148861.0,,1173,0,,,,,169441.0,82568.0,,0,1556527.0,7912,,,,,799310.0,3210,1556527.0,7912
4681,4681,4681,2020-12-14,NH,604.0,,1,,862.0,862.0,256.0,1,289.0,,443692.0,3189,,,,,,31875.0,24588.0,919,0,,,,,,24519.0,,0,920461.0,7544,34980.0,36126.0,33986.0,,468280.0,3801,920461.0,7544
4682,4682,4682,2020-12-14,NJ,17775.0,15907.0,24,1868.0,43911.0,43911.0,3635.0,77,,704.0,6381187.0,184431,,,,,491.0,444804.0,405448.0,5337,0,,,,,,,,0,6825991.0,189768,,,,,,0,6786635.0,199623
4683,4683,4683,2020-12-14,NM,1978.0,,21,,8037.0,8037.0,860.0,159,,,,0,,,,,,121299.0,,1499,0,,,,,,46505.0,,0,1741401.0,9397,,,,,,0,1741401.0,9397
4684,4684,4684,2020-12-14,NV,2548.0,,9,,,,2025.0,0,,400.0,881008.0,4328,,,,,263.0,189412.0,189412.0,2579,0,,,,,,,1845307.0,16093,1845307.0,16093,,,,,1070420.0,6907,,0
4685,4685,4685,2020-12-14,NY,27870.0,,85,,,,5712.0,0,,1040.0,,0,,,,,567.0,784204.0,,9044,0,,,,,,,22122139.0,159844,22122139.0,159844,,,,,,0,,0
4686,4686,4686,2020-12-14,OH,7551.0,6972.0,59,579.0,32264.0,32264.0,5157.0,291,5209.0,1225.0,,0,,,,,827.0,570602.0,522467.0,7875,0,,30029.0,,,551489.0,392565.0,,0,6927086.0,57448,,608401.0,,,,0,6927086.0,57448
4687,4687,4687,2020-12-14,OK,2072.0,,8,,14362.0,14362.0,1664.0,34,,452.0,2110479.0,0,,,2110479.0,,,239767.0,,2099,0,7147.0,,,,235774.0,202532.0,,0,2350246.0,2099,101297.0,,,,,0,2350120.0,0
4688,4688,4688,2020-12-14,OR,1155.0,,5,,5395.0,5395.0,625.0,0,,136.0,,0,,,2113901.0,,61.0,93853.0,,1014,0,,,,,128870.0,,,0,2242771.0,0,,,,,,0,2242771.0,0
4689,4689,4689,2020-12-14,PA,12620.0,,55,,,,6026.0,0,,1249.0,3060689.0,15366,,,,,697.0,499764.0,458149.0,7962,0,,,,,,289863.0,6619529.0,54941,6619529.0,54941,,,,,3518838.0,23138,,0
4690,4690,4690,2020-12-14,PR,1282.0,1036.0,10,246.0,,,609.0,0,,102.0,305972.0,0,,,395291.0,,105.0,62985.0,60348.0,554,0,47444.0,,,,20103.0,52911.0,,0,368957.0,554,,,,,,0,415664.0,0
4691,4691,4691,2020-12-14,RI,1555.0,,17,,5534.0,5534.0,433.0,0,,47.0,510296.0,1973,,,1669380.0,,31.0,74071.0,,552,0,,,,,89578.0,,1758958.0,7648,1758958.0,7648,,,,,584367.0,2525,,0
4692,4692,4692,2020-12-14,SC,4751.0,4398.0,12,353.0,12910.0,12910.0,1276.0,36,,307.0,2490424.0,23009,83366.0,,2417685.0,,140.0,254776.0,236785.0,2570,0,13655.0,33390.0,,,309524.0,128048.0,,0,2745200.0,25579,97021.0,300424.0,,,,0,2727209.0,25402
4693,4693,4693,2020-12-14,SD,1259.0,,0,,5200.0,5200.0,441.0,26,,83.0,261193.0,375,,,,,50.0,91354.0,83986.0,316,0,,,,,89984.0,77472.0,,0,559680.0,1718,,,,,352547.0,691,559680.0,1718
4694,4694,4694,2020-12-14,TN,5541.0,4964.0,79,577.0,13206.0,13206.0,2986.0,62,,717.0,,0,,,4521318.0,,368.0,464264.0,421528.0,9959,0,,45265.0,,,491086.0,394147.0,,0,5012404.0,59539,,443112.0,,,,0,5012404.0,59539
4695,4695,4695,2020-12-14,TX,23937.0,,26,,,,9304.0,0,,2679.0,,0,,,,,,1481612.0,1337096.0,8901,0,69478.0,74573.0,,,1459163.0,1185628.0,,0,12163943.0,134931,619088.0,906429.0,,,,0,12163943.0,134931
4696,4696,4696,2020-12-14,UT,1062.0,,7,,9486.0,9486.0,580.0,65,1641.0,211.0,1225194.0,3779,,,1800825.0,585.0,,235872.0,,1968,0,,23304.0,,22396.0,232350.0,178395.0,,0,2033175.0,8840,,317182.0,,140702.0,1440141.0,5175,2033175.0,8840
4697,4697,4697,2020-12-14,VA,4414.0,4009.0,3,405.0,16073.0,16073.0,2260.0,59,,458.0,,0,,,,,236.0,285149.0,246566.0,3240,0,14764.0,34999.0,,,296965.0,,3729013.0,26266,3729013.0,26266,175431.0,468468.0,,,,0,,0
4698,4698,4698,2020-12-14,VI,23.0,,0,,,,,0,,,29572.0,110,,,,,,1807.0,,16,0,,,,,,1605.0,,0,31379.0,126,,,,,31500.0,124,,0
4699,4699,4699,2020-12-14,VT,96.0,96.0,1,,,,28.0,0,,4.0,239493.0,1731,,,,,,5857.0,5712.0,104,0,,,,,,3603.0,,0,622141.0,4523,,,,,245205.0,1834,622141.0,4523
4700,4700,4700,2020-12-14,WA,2879.0,2879.0,0,,12525.0,12525.0,1140.0,157,,248.0,,0,,,,,147.0,212885.0,205413.0,1410,0,,,,,,,3347903.0,27833,3347903.0,27833,,,,,,0,,0
4701,4701,4701,2020-12-14,WI,4352.0,4068.0,13,284.0,19326.0,19326.0,1471.0,77,1933.0,319.0,2255994.0,5228,,,,,,471285.0,438895.0,2329,0,,,,,,390003.0,4879587.0,22272,4879587.0,22272,,,,,2694889.0,7350,,0
4702,4702,4702,2020-12-14,WV,978.0,910.0,10,68.0,,,720.0,0,,199.0,,0,,,,,82.0,64394.0,53741.0,1177,0,,,,,,42340.0,,0,1318053.0,9014,23384.0,,,,,0,1318053.0,9014
4703,4703,4703,2020-12-14,WY,321.0,,0,,967.0,967.0,184.0,11,,,151261.0,1725,,,405773.0,,,39775.0,34560.0,415,0,,,,,34425.0,36487.0,,0,440289.0,0,,,,,185821.0,2626,440289.0,0
4704,4704,4704,2020-12-13,AK,176.0,176.0,0,,886.0,886.0,139.0,3,,,,0,,,1094215.0,,15.0,39738.0,,637,0,,,,,47599.0,,,0,1143098.0,9680,,,,,,0,1143098.0,9680
4705,4705,4705,2020-12-13,AL,4102.0,3624.0,0,478.0,28146.0,28146.0,2248.0,0,2357.0,,1458560.0,0,,,,1351.0,,295631.0,242830.0,2790,0,,,,,,174805.0,,0,1696439.0,0,,,76958.0,,1696439.0,0,,0
4706,4706,4706,2020-12-13,AR,2945.0,2633.0,34,312.0,9927.0,9927.0,1057.0,16,,370.0,1696581.0,11425,,,1696581.0,1091.0,181.0,185702.0,159123.0,1450,0,,,,32382.0,,161337.0,,0,1855704.0,12673,,,,178183.0,,0,1855704.0,12673
4707,4707,4707,2020-12-13,AS,0.0,,0,,,,,0,,,2140.0,0,,,,,,0.0,0.0,0,0,,,,,,,,0,2140.0,0,,,,,,0,2140.0,0
4708,4708,4708,2020-12-13,AZ,7357.0,6779.0,35,578.0,30949.0,30949.0,3622.0,262,,831.0,2119705.0,20540,,,,,537.0,408442.0,392991.0,5853,0,,,,,,,,0,4305888.0,60734,470894.0,,376908.0,,2512696.0,25833,4305888.0,60734
4709,4709,4709,2020-12-13,CA,20969.0,,122,,,,13960.0,0,,2937.0,,0,,,,,,1551766.0,1551766.0,30334,0,,,,,,,,0,27195587.0,309457,,,,,,0,27195587.0,309457
4710,4710,4710,2020-12-13,CO,3958.0,3388.0,87,570.0,16126.0,16126.0,1610.0,34,,,1679216.0,9224,210100.0,,,,,288193.0,276390.0,2559,0,22018.0,,,,,,3773301.0,35198,3773301.0,35198,235108.0,,,,1955606.0,11747,,0
4711,4711,4711,2020-12-13,CT,5363.0,4332.0,0,1031.0,,,1210.0,0,,,,0,,,3841894.0,,,146761.0,137791.0,0,0,,6144.0,,,182023.0,,,0,4029859.0,17416,,81862.0,,,,0,4029859.0,17416
4712,4712,4712,2020-12-13,DC,715.0,,2,,,,225.0,0,,58.0,,0,,,,,30.0,24874.0,,231,0,,,,,,17745.0,778265.0,7351,778265.0,7351,,,,,329776.0,1909,,0
4713,4713,4713,2020-12-13,DE,816.0,719.0,1,97.0,,,357.0,0,,55.0,417903.0,2079,,,,,,45460.0,43719.0,584,0,,,,,45648.0,,835861.0,6829,835861.0,6829,,,,,463363.0,2663,,0
4714,4714,4714,2020-12-13,FL,20133.0,,84,,58891.0,58891.0,4687.0,141,,,6770385.0,29589,578113.0,560932.0,10821719.0,,,1107103.0,985938.0,8762,0,71851.0,,69600.0,,1438282.0,,13845471.0,103473,13845471.0,103473,650372.0,,630838.0,,7877488.0,38351,12315782.0,93218
4715,4715,4715,2020-12-13,GA,10076.0,9205.0,1,871.0,37637.0,37637.0,3237.0,87,6854.0,,,0,,,,,,542838.0,476044.0,4798,0,39964.0,,,,447465.0,,,0,4729534.0,32827,380934.0,,,,,0,4729534.0,32827
4716,4716,4716,2020-12-13,GU,118.0,,1,,,,29.0,0,,7.0,83030.0,0,,,,,5.0,7106.0,6953.0,16,0,17.0,178.0,,,,6413.0,,0,90136.0,16,319.0,3484.0,,,,0,89972.0,0
4717,4717,4717,2020-12-13,HI,274.0,274.0,3,,1357.0,1357.0,58.0,0,,21.0,,0,,,,,17.0,19599.0,19235.0,87,0,,,,,19171.0,,736069.0,4851,736069.0,4851,,,,,,0,,0
4718,4718,4718,2020-12-13,IA,3213.0,,1,,,,749.0,0,,170.0,900435.0,2239,,74202.0,1800804.0,,99.0,222148.0,222148.0,989,0,,36441.0,6272.0,34211.0,240688.0,188924.0,,0,1122583.0,3228,,676492.0,80514.0,158062.0,1124806.0,3272,2051931.0,7571
4719,4719,4719,2020-12-13,ID,1169.0,1053.0,18,116.0,4746.0,4746.0,458.0,27,875.0,104.0,403247.0,1259,,,,,,120632.0,100966.0,1022,0,,,,,,46247.0,,0,504213.0,2143,,45753.0,,,504213.0,2143,776954.0,4184
4720,4720,4720,2020-12-13,IL,15339.0,14291.0,107,1048.0,,,5073.0,0,,1080.0,,0,,,,,612.0,848904.0,,7216,0,,,,,,,,0,11776832.0,63648,,,,,,0,11776832.0,63648
4721,4721,4721,2020-12-13,IN,6805.0,6495.0,47,310.0,30796.0,30796.0,3108.0,263,5441.0,885.0,1998285.0,11433,,,,,386.0,425434.0,,5898,0,,,,,385912.0,,,0,4927385.0,47708,,,,,2423719.0,17331,4927385.0,47708
4722,4722,4722,2020-12-13,KS,2072.0,,0,,5800.0,5800.0,1068.0,0,1564.0,271.0,705423.0,0,,,,409.0,130.0,185294.0,,0,0,,,,,,,,0,890717.0,0,,,,,890717.0,0,,0
4723,4723,4723,2020-12-13,KY,2207.0,2081.0,15,126.0,11306.0,11306.0,1711.0,0,2689.0,423.0,,0,,,,,199.0,223104.0,182563.0,2444,0,,,,,,31507.0,,0,2874157.0,0,98114.0,130453.0,,,,0,2874157.0,0
4724,4724,4724,2020-12-13,LA,6818.0,6511.0,51,307.0,,,1533.0,0,,,3525588.0,50507,,,,,162.0,268613.0,249301.0,4422,0,,,,,,217930.0,,0,3794201.0,54929,,152452.0,,,,0,3774889.0,54182
